id,from_model,to_model,repetition,label,confidence,valid_json,raw_text
0,llama-3.2-3b,qwen-2.5-1.5b,1,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,1,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,1,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is using a hyperbolic statement, implying the opposite of what is actually said.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,1,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,1,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it expresses a contrasting idea by stating a time when a well-known service (Xbox Live) did not exist, implying that this is an unusual or impossible situation.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,1,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'synical' and the play on words suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,1,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""This claim is sarcastic as it implies that the person being accused of having committed some wrongdoing does not actually have done so.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,1,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,1,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,1,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The statement suggests that the title does not belong to Joe Warren, implying sarcasm.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,2,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,2,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,2,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Hyperbolic language suggesting the exact opposite of what they mean.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,2,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,2,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it expresses a contrasting idea by stating a time when a well-known service (Xbox Live) did not exist, implying that this is an unusual or impossible situation.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,2,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of wordplay on 'synical' and the reference to San Francisco suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,2,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer explains the claim as sarcastic using the rhetorical device mentioned.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,2,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,2,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,2,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Peer believes it's sarcastic.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,3,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,3,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,3,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The phrase is hyperbolic and uses a strong negative term, indicating the opposite of the truth.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,3,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""Explanation provided by the peer.\""\n  ,\""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,3,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim suggests that a well-known service (Xbox Live) existed in the past, which is contradictory.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,3,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of wordplay on 'synical' and the reference to San Francisco suggest a sarcastic tone.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,3,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer's reasoning suggests that the claim uses a common rhetorical device where the person lists something Hillary is accused of, implying she is not guilty of those accusations, which is often meant as sarcasm.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,3,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,3,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""the use of profanity and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,3,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The statement suggests that someone else's opinion or title does not belong to them, which is often used in sarcasm.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,4,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic as it suggests a dark color as a negative trait towards Christianity.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,4,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,4,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Hyperbolic and strongly negative, suggesting the opposite of the statement.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,4,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim does not contain sarcasm. It simply provides factual information about Mario's game playing habits.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,4,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""This response is sarcastic.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,4,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'synical' as a play on words and the mention of San Francisco suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,4,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it lists something Hillary is accused of, implying he is not guilty of the same, which is a common rhetorical device used to express skepticism or sarcasm.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,4,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,4,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,4,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is not sarcastic as it is a literal statement.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,5,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Explanation provided by the peer.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,5,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,5,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The phrase is hyperbolic and uses a strong negative term, indicating the opposite of the truth.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,5,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,5,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it expresses a contrasting idea by stating a time when a well-known service (Xbox Live) did not exist, implying that this is an unusual or impossible situation.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,5,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of wordplay and specific references suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,5,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it lists something Hillary is accused of, implying he is not guilty of the same, which is a common rhetorical device used to express skepticism or sarcasm.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,5,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,5,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,5,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Explanation provided by the peer.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,6,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim suggests that being brown indicates someone is not a true Christian, implying a mocking or ironic sentiment.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,6,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,6,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Hyperbolic and uses a strong negative term, indicating the opposite of the truth.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,6,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,6,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it expresses a contrasting idea by stating a time when a well-known service (Xbox Live) did not exist, implying that this is an unusual or impossible situation.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,6,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of words like 'synical' and 'ploy for SF' creates a sarcastic tone.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,6,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it lists something Hillary is accused of, implying he is not guilty of the same, which is a common rhetorical device used to express skepticism or sarcasm.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,6,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim suggests sarcasm due to the use of 'lvl' instead of 'level' and the phrase 'no you are not ready'. The explanation provided supports this interpretation.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,6,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity ('fkin') and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,6,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""Explanation provided by the peer.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,7,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,7,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,7,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'shit' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,7,literal,100,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim is literal because it states a factual information about Mario, without any apparent intention to mock or deceive.\"",\n  \""confidence\"": 100\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,7,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim suggests that Xbox Live existed in the past, which implies that it has been around for some time. This is a contradiction to the statement itself.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,7,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of double entendre words like 'synical' and 'ploy for SF' creates a sarcastic tone.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,7,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""This response is sarcastic.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,7,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,7,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity ('fkin') and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,7,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""Explanation: The statement does not express sarcasm; it simply asserts a fact.\"",\n  \""confidence\"": 95\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,8,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,8,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,8,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Hyperbolic use of 'shit' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,8,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""The claim does not contain sarcasm or irony; it simply provides factual information.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,8,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it expresses a contrasting idea by stating a time when a well-known service (Xbox Live) did not exist, implying that this is an unusual or impossible situation.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,8,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The wordplay on 'synical' and the phrase 'ploy for SF' suggest a sarcastic tone.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,8,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it lists something Hillary is accused of, implying he is not guilty of the same, which is a common rhetorical device used to express skepticism or sarcasm.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,8,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'lvl' instead of 'level' and the phrase 'no you are not ready' suggests sarcasm.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,8,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,8,sarcastic,85,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer believes it's sarcastic because they assume there's sarcasm in the statement.\"",\n  \""confidence\"": 85\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,9,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,9,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,9,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The phrase is hyperbolic and uses a strong negative term, indicating the opposite of the truth.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,9,literal,95,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""Explanation provided by user.\"",\n  \""confidence\"": 95\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,9,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic as it implies an extraordinary situation where a widely used service like Xbox Live suddenly ceased to exist.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,9,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'synical' and the play on words suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,9,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer's reasoning suggests sarcasm as they imply the speaker is skeptical.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,9,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim uses 'lvl' instead of 'level' and employs a sarcastic tone by stating 'no you are not ready'.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,9,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicate sarcasm.\"",\n  \""confidence\"": 95\n}"""
13,llama-3.2-3b,qwen-2.5-1.5b,9,sarcastic,75,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""Peer thinks it's sarcastic.\"",\n  \""confidence\"": 75\n}"""
0,llama-3.2-3b,qwen-2.5-1.5b,10,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it implies that being brown is a sign of not being a real Christian, which is an absurd and ironic statement.\"",\n  \""confidence\"": 95\n}"""
1,llama-3.2-3b,qwen-2.5-1.5b,10,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it describes a highly improbable and potentially dangerous action, which is unlikely to be true.\"",\n  \""confidence\"": 95\n}"""
2,llama-3.2-3b,qwen-2.5-1.5b,10,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of 'shit' implies sarcasm.\"",\n  \""confidence\"": 95\n}"""
3,llama-3.2-3b,qwen-2.5-1.5b,10,literal,100,True,"""{\n  \""label\"": \""literal\"",\n  \""explanation\"": \""Explanation provided by the peer.\"",\n  \""confidence\"": 100\n}"""
6,llama-3.2-3b,qwen-2.5-1.5b,10,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The claim is sarcastic because it expresses a contrasting idea by stating a time when a well-known service (Xbox Live) did not exist, implying that this is an unusual or impossible situation.\"",\n  \""confidence\"": 95\n}"""
9,llama-3.2-3b,qwen-2.5-1.5b,10,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of playfulness in words like 'synical' and the clever combination of terms suggest sarcasm.\"",\n  \""confidence\"": 95\n}"""
10,llama-3.2-3b,qwen-2.5-1.5b,10,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The peer explains that the claim is sarcastic due to its rhetorical use.\"",\n  \""confidence\"": 95\n}"""
11,llama-3.2-3b,qwen-2.5-1.5b,10,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""the claim uses sarcasm by using 'lvl' instead of 'level' and suggesting that being 'not ready' means having a low level.\"",\n  \""confidence\"": 95\n}"""
12,llama-3.2-3b,qwen-2.5-1.5b,10,sarcastic,95,True,"""{\n  \""label\"": \""sarcastic\"",\n  \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' indicates sarcasm.\"",\n  \""confidence\"": 95\n}"""
